2018-01-01,20923
2018-01-02,31012
2018-01-03,30595
2018-01-04,32746
2018-01-05,35864
2018-01-06,26561
2018-01-07,22532
2018-01-08,31397
2018-01-09,32093
2018-01-10,33624
2018-01-11,34160
2018-01-12,37019
2018-01-13,28041
2018-01-14,25662
2018-01-15,33743
2018-01-16,32323
2018-01-17,33069
2018-01-18,35558
2018-01-19,39453
2018-01-20,28972
2018-01-21,24468
2018-01-22,34583
2018-01-23,34311
2018-01-24,35857
2018-01-25,36428
2018-01-26,40484
2018-01-27,30771
2018-01-28,28542
2018-01-29,34698
2018-01-30,34655
2018-01-31,35472
2018-02-01,36279
2018-02-02,40886
2018-02-03,29778
2018-02-04,27477
2018-02-05,34764
2018-02-06,33852
2018-02-07,35802
2018-02-08,37004
2018-02-09,41535
2018-02-10,29830
2018-02-11,26883
2018-02-12,33367
2018-02-13,35263
2018-02-14,37423
2018-02-15,39486
2018-02-16,43249
2018-02-17,32893
2018-02-18,29570
2018-02-19,36226
2018-02-20,36236
2018-02-21,37622
2018-02-22,38646
2018-02-23,43202
2018-02-24,31904
2018-02-25,30264
2018-02-26,36135
2018-02-27,36333
2018-02-28,37622
2018-03-01,38646
2018-03-02,43202
2018-03-03,31904
2018-03-04,30264
2018-03-05,33522
2018-03-06,36125
2018-03-07,37660
2018-03-08,38939
2018-03-09,45104
2018-03-10,34033
2018-03-11,32587
2018-03-12,36639
2018-03-13,37444
2018-03-14,38374
2018-03-15,39256
2018-03-16,45232
2018-03-17,23407
2018-03-18,22742
2018-03-19,29174
2018-03-20,39120
2018-03-21,40652
2018-03-22,42203
2018-03-23,46374
2018-03-24,37012
2018-03-25,31659
2018-03-26,37700
2018-03-27,38765
2018-03-28,39855
2018-03-29,42349
2018-03-30,39415
2018-03-31,32699
2018-04-01,25769
2018-04-02,31473
2018-04-03,37117
2018-04-04,38594
2018-04-05,39198
2018-04-06,42634
2018-04-07,34278
2018-04-08,29895
2018-04-09,37980
2018-04-10,38693
2018-04-11,40665
2018-04-12,42060
2018-04-13,46003
2018-04-14,34655
2018-04-15,31441
2018-04-16,39495
2018-04-17,38933
2018-04-18,40794
2018-04-19,42149
2018-04-20,47447
2018-04-21,36610
2018-04-22,33438
2018-04-23,38946
2018-04-24,39445
2018-04-25,40885
2018-04-26,42101
2018-04-27,46570
2018-04-28,36996
2018-04-29,32728
2018-04-30,39512
2018-05-01,39972
2018-05-02,40572
2018-05-03,42145
2018-05-04,47692
2018-05-05,37513
2018-05-06,30878
2018-05-07,33392
2018-05-08,41213
2018-05-09,41710
2018-05-10,43230
2018-05-11,48068
2018-05-12,39596
2018-05-13,33566
2018-05-14,40460
2018-05-15,39272
2018-05-16,40315
2018-05-17,42607
2018-05-18,46375
2018-05-19,35176
2018-05-20,32523
2018-05-21,38940
2018-05-22,39537
2018-05-23,40748
2018-05-24,42073
2018-05-25,48840
2018-05-26,35190
2018-05-27,33764
2018-05-28,38980
2018-05-29,39403
2018-05-30,40891
2018-05-31,41741
2018-06-01,45957
2018-06-02,37451
2018-06-03,30845
2018-06-04,32543
2018-06-05,39341
2018-06-06,40077
2018-06-07,40283
2018-06-08,44460
2018-06-09,36283
2018-06-10,34883
2018-06-11,38645
2018-06-12,38969
2018-06-13,40060
2018-06-14,39981
2018-06-15,44874
2018-06-16,35936
2018-06-17,34508
2018-06-18,37672
2018-06-19,37741
2018-06-20,39867
2018-06-21,40767
2018-06-22,44679
2018-06-23,34213
2018-06-24,33543
2018-06-25,39400
2018-06-26,39713
2018-06-27,41000
2018-06-28,40365
2018-06-29,44383
2018-06-30,38564
2018-07-01,38800
2018-07-02,38049
2018-07-03,37488
2018-07-04,39509
2018-07-05,40073
2018-07-06,43696
2018-07-07,36969
2018-07-08,34359
2018-07-09,38462
2018-07-10,38607
2018-07-11,38272
2018-07-12,40753
2018-07-13,44374
2018-07-14,36616
2018-07-15,33789
2018-07-16,37601
2018-07-17,37983
2018-07-18,38921
2018-07-19,40000
2018-07-20,44231
2018-07-21,36566
2018-07-22,34098
2018-07-23,37947
2018-07-24,38134
2018-07-25,40070
2018-07-26,40972
2018-07-27,44339
2018-07-28,43946
2018-07-29,35071
2018-07-30,38777
2018-07-31,38621
2018-08-01,40685
2018-08-02,42526
2018-08-03,46238
2018-08-04,39346
2018-08-05,32073
2018-08-06,33124
2018-08-07,39377
2018-08-08,39299
2018-08-09,39896
2018-08-10,43336
2018-08-11,37089
2018-08-12,35954
2018-08-13,38356
2018-08-14,37788
2018-08-15,39805
2018-08-16,40455
2018-08-17,44224
2018-08-18,37100
2018-08-19,40065
2018-08-20,39826
2018-08-21,39472
2018-08-22,40689
2018-08-23,41371
2018-08-24,45783
2018-08-25,36144
2018-08-26,30894
2018-08-27,39436
2018-08-28,38864
2018-08-29,39829
2018-08-30,40045
2018-08-31,44645
2018-09-01,34837
2018-09-02,31536
2018-09-03,39175
2018-09-04,38505
2018-09-05,40329
2018-09-06,41276
2018-09-07,45313
2018-09-08,35238
2018-09-09,33147
2018-09-10,38528
2018-09-11,38284
2018-09-12,40548
2018-09-13,41426
2018-09-14,46036
2018-09-15,35143
2018-09-16,32202
2018-09-17,39545
2018-09-18,42138
2018-09-19,39626
2018-09-20,42915
2018-09-21,47469
2018-09-22,34569
2018-09-23,32056
2018-09-24,38718
2018-09-25,38852
2018-09-26,40482
2018-09-27,42005
2018-09-28,46956
2018-09-29,35201
2018-09-30,35629
2018-10-01,40236
2018-10-02,38805
2018-10-03,40142
2018-10-04,41129
2018-10-05,46678
2018-10-06,36220
2018-10-07,31659
2018-10-08,37599
2018-10-09,38422
2018-10-10,39640
2018-10-11,41066
2018-10-12,42498
2018-10-13,34688
2018-10-14,31727
2018-10-15,38025
2018-10-16,38389
2018-10-17,39887
2018-10-18,41678
2018-10-19,45418
2018-10-20,34352
2018-10-21,31426
2018-10-22,38215
2018-10-23,37773
2018-10-24,39591
2018-10-25,41476
2018-10-26,47135
2018-10-27,35509
2018-10-28,29377
2018-10-29,31589
2018-10-30,38514
2018-10-31,38117
2018-11-01,40304
2018-11-02,42849
2018-11-03,32488
2018-11-04,30104
2018-11-05,37603
2018-11-06,38245
2018-11-07,39146
2018-11-08,40477
2018-11-09,43984
2018-11-10,34781
2018-11-11,31741
2018-11-12,37373
2018-11-13,37342
2018-11-14,39058
2018-11-15,40528
2018-11-16,45398
2018-11-17,34770
2018-11-18,32763
2018-11-19,38077
2018-11-20,38046
2018-11-21,39130
2018-11-22,40619
2018-11-23,45955
2018-11-24,34979
2018-11-25,31547
2018-11-26,38036
2018-11-27,36984
2018-11-28,37001
2018-11-29,40128
2018-11-30,45009
2018-12-01,34395
2018-12-02,31707
2018-12-03,38415
2018-12-04,37658
2018-12-05,39070
2018-12-06,40558
2018-12-07,43700
2018-12-08,34423
2018-12-09,32908
2018-12-10,38222
2018-12-11,37895
2018-12-12,39921
2018-12-13,39734
2018-12-14,43962
2018-12-15,33203
2018-12-16,31081
2018-12-17,38834
2018-12-18,39241
2018-12-19,40436
2018-12-20,42041
2018-12-21,43551
2018-12-22,35464
2018-12-23,32410
2018-12-24,26042
2018-12-25,10147
2018-12-26,18529
2018-12-27,29656
2018-12-28,32813
2018-12-29,30590
2018-12-30,28592
2018-12-31,27026
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
