2017-01-01,18178
2017-01-02,24545
2017-01-03,29242
2017-01-04,30491
2017-01-05,31496
2017-01-06,33485
2017-01-07,25616
2017-01-08,22636
2017-01-09,30612
2017-01-10,31488
2017-01-11,32511
2017-01-12,31724
2017-01-13,34086
2017-01-14,26909
2017-01-15,24357
2017-01-16,31219
2017-01-17,32088
2017-01-18,33167
2017-01-19,33413
2017-01-20,37915
2017-01-21,27948
2017-01-22,25567
2017-01-23,32385
2017-01-24,32278
2017-01-25,33266
2017-01-26,33474
2017-01-27,38699
2017-01-28,28981
2017-01-29,27057
2017-01-30,32012
2017-01-31,33249
2017-02-01,33839
2017-02-02,33668
2017-02-03,38736
2017-02-04,27389
2017-02-05,25630
2017-02-06,31722
2017-02-07,32764
2017-02-08,34269
2017-02-09,34575
2017-02-10,38905
2017-02-11,28175
2017-02-12,26479
2017-02-13,32792
2017-02-14,32774
2017-02-15,34348
2017-02-16,34898
2017-02-17,39696
2017-02-18,30762
2017-02-19,27341
2017-02-20,33204
2017-02-21,33550
2017-02-22,35864
2017-02-23,35935
2017-02-24,40130
2017-02-25,29767
2017-02-26,27168
2017-02-27,33018
2017-02-28,32934
2017-03-01,33678
2017-03-02,34915
2017-03-03,38861
2017-03-04,30519
2017-03-05,28277
2017-03-06,32789
2017-03-07,33503
2017-03-08,35295
2017-03-09,36066
2017-03-10,39610
2017-03-11,30429
2017-03-12,27849
2017-03-13,33929
2017-03-14,33981
2017-03-15,36176
2017-03-16,41556
2017-03-17,23234
2017-03-18,27215
2017-03-19,28432
2017-03-20,33297
2017-03-21,33639
2017-03-22,34666
2017-03-23,36574
2017-03-24,41818
2017-03-25,33088
2017-03-26,30205
2017-03-27,33835
2017-03-28,33865
2017-03-29,35729
2017-03-30,36773
2017-03-31,41514
2017-04-01,32582
2017-04-02,30170
2017-04-03,34656
2017-04-04,34902
2017-04-05,36023
2017-04-06,36676
2017-04-07,41511
2017-04-08,31917
2017-04-09,28893
2017-04-10,34179
2017-04-11,35110
2017-04-12,36714
2017-04-13,40072
2017-04-14,36087
2017-04-15,30863
2017-04-16,22119
2017-04-17,30665
2017-04-18,35230
2017-04-19,36330
2017-04-20,36711
2017-04-21,40641
2017-04-22,32009
2017-04-23,28943
2017-04-24,34700
2017-04-25,34131
2017-04-26,35719
2017-04-27,36688
2017-04-28,41889
2017-04-29,33857
2017-04-30,25991
2017-05-01,28201
2017-05-02,35508
2017-05-03,36191
2017-05-04,37151
2017-05-05,42082
2017-05-06,31596
2017-05-07,29217
2017-05-08,35148
2017-05-09,35521
2017-05-10,36302
2017-05-11,37350
2017-05-12,42399
2017-05-13,31640
2017-05-14,28606
2017-05-15,34782
2017-05-16,34866
2017-05-17,36219
2017-05-18,37630
2017-05-19,41585
2017-05-20,32084
2017-05-21,29159
2017-05-22,34481
2017-05-23,35043
2017-05-24,36137
2017-05-25,37078
2017-05-26,42499
2017-05-27,32165
2017-05-28,33224
2017-05-29,35281
2017-05-30,35905
2017-05-31,36469
2017-06-01,38050
2017-06-02,42348
2017-06-03,32613
2017-06-04,27149
2017-06-05,29076
2017-06-06,35316
2017-06-07,35700
2017-06-08,36391
2017-06-09,40538
2017-06-10,31033
2017-06-11,29317
2017-06-12,34863
2017-06-13,35259
2017-06-14,36019
2017-06-15,37189
2017-06-16,41343
2017-06-17,32052
2017-06-18,33454
2017-06-19,34966
2017-06-20,35131
2017-06-21,36323
2017-06-22,37537
2017-06-23,41386
2017-06-24,31237
2017-06-25,30500
2017-06-26,35670
2017-06-27,35309
2017-06-28,36189
2017-06-29,36582
2017-06-30,40588
2017-07-01,31199
2017-07-02,34239
2017-07-03,35010
2017-07-04,35400
2017-07-05,35666
2017-07-06,36146
2017-07-07,41694
2017-07-08,37902
2017-07-09,31905
2017-07-10,34969
2017-07-11,35139
2017-07-12,36740
2017-07-13,37523
2017-07-14,40252
2017-07-15,32001
2017-07-16,30353
2017-07-17,35481
2017-07-18,35012
2017-07-19,36002
2017-07-20,37270
2017-07-21,41308
2017-07-22,32660
2017-07-23,30460
2017-07-24,35214
2017-07-25,34807
2017-07-26,35852
2017-07-27,36985
2017-07-28,41245
2017-07-29,33140
2017-07-30,35960
2017-07-31,35803
2017-08-01,35940
2017-08-02,38964
2017-08-03,39295
2017-08-04,43762
2017-08-05,35362
2017-08-06,36492
2017-08-07,33908
2017-08-08,36153
2017-08-09,36878
2017-08-10,37766
2017-08-11,41140
2017-08-12,33343
2017-08-13,32818
2017-08-14,35290
